customer_id,age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,joining_date,last_transaction_date,churn
CUST01999,40.0,Male,Kolkata,6.0,2.0,0.0,1.0,743.0,193268.13,61003.73,16.0,5637.42,1.0,690.0,11.0,YES,24.0,1.0,0.0,0.234,2017-03-24,2025-03-09,0
CUST02000,32.0,Male,Hyderabad,8.0,2.0,1.0,0.0,686.0,102568.93,59974.22,47.0,6267.82,0.0,673.0,11.0,NO,21.0,1.0,0.0,0.546,2019-01-25,2024-11-29,0
CUST02001,,Male,Mumbai,12.0,,1.0,1.0,575.0,26474.77,60575.23,23.0,5869.91,2.0,431.0,34.0,0,25.0,0.0,0.0,,2020-12-18,2021-09-12,0
CUST02002,40.0,Male,Delhi,4.0,1.0,1.0,1.0,799.0,33362.02,77499.6,52.0,8628.21,0.0,656.0,55.0,YES,2.0,0.0,0.0,,2016-01-30,2024-05-04,0
CUST02003,32.0,Female,Mumbai,7.0,2.0,1.0,0.0,671.0,92688.99,60672.84,58.0,4600.84,0.0,439.0,27.0,1,6.0,0.0,0.0,,2015-12-22,2024-07-31,0
CUST02004,38.0,Female,Delhi,4.0,3.0,1.0,1.0,652.0,51979.02,110367.1,66.0,10174.9,1.0,237.0,29.0,1,11.0,1.0,0.0,0.243,2018-04-01,2023-01-09,0
CUST02005,18.0,Female,Mumbai,,1.0,1.0,1.0,582.0,6799.55,13046.75,57.0,3791.27,0.0,259.0,26.0,0,1.0,1.0,1.0,0.134,2016-10-05,2022-12-10,0
CUST02006,45.0,Male,Hyderabad,6.0,1.0,1.0,0.0,744.0,12200.64,53615.12,38.0,1653.11,3.0,537.0,,1,22.0,1.0,0.0,0.522,2019-04-22,2025-02-24,0
CUST02007,42.0,Male,Mumbai,6.0,1.0,1.0,1.0,691.0,109523.11,88166.99,75.0,2343.24,0.0,421.0,31.0,NO,19.0,0.0,0.0,,2017-12-09,2021-11-21,0
CUST02008,31.0,Male,Chennai,8.0,1.0,1.0,0.0,,31867.58,109803.38,5.0,5942.81,2.0,130.0,57.0,NO,5.0,0.0,0.0,,2019-04-26,2024-04-26,1
CUST02009,51.0,Female,Bangalore,2.0,,1.0,1.0,609.0,56685.14,162811.4,47.0,12855.15,0.0,364.0,52.0,YES,29.0,0.0,0.0,,2020-06-23,2022-11-02,0
CUST02010,54.0,Female,Hyderabad,13.0,1.0,1.0,1.0,717.0,116407.49,23438.99,14.0,7862.41,1.0,326.0,37.0,0,8.0,0.0,0.0,,2022-01-08,2021-03-05,0
CUST02011,21.0,M,Pune,0.0,2.0,1.0,1.0,723.0,111280.63,48918.3,48.0,5695.52,0.0,191.0,39.0,YES,10.0,0.0,0.0,,2019-04-08,2023-11-22,0
CUST02012,32.0,Female,Chennai,1.0,3.0,0.0,0.0,596.0,14619.17,10000.0,41.0,7798.55,0.0,352.0,5.0,YES,22.0,1.0,0.0,0.56,2017-02-24,2023-12-31,1
CUST02013,32.0,Male,Kolkata,11.0,2.0,1.0,0.0,537.0,8286.2,30605.24,51.0,1950.34,0.0,315.0,30.0,NO,13.0,1.0,0.0,0.493,2018-04-07,2021-02-20,0
CUST02014,30.0,Male,Kolkata,5.0,1.0,1.0,1.0,697.0,71553.0,10000.0,37.0,100.0,0.0,59.0,52.0,YES,23.0,0.0,0.0,,2023-05-14,2023-10-20,0
CUST02015,53.0,Female,Ahmedabad,13.0,1.0,0.0,0.0,524.0,108269.9,54148.1,21.0,3061.7,0.0,439.0,0.0,YES,8.0,1.0,0.0,0.264,2017-11-07,2025-02-21,0
CUST02016,39.0,Female,Mumbai,9.0,1.0,1.0,1.0,662.0,12911.21,65865.38,8.0,2756.07,2.0,286.0,42.0,0,4.0,1.0,0.0,0.5,2016-10-25,2021-01-28,0
CUST02017,39.0,Female,Hyderabad,9.0,2.0,1.0,1.0,614.0,37211.51,93778.17,78.0,19996.27,1.0,608.0,20.0,0,16.0,1.0,0.0,0.122,2019-08-21,2021-07-19,0
CUST02018,18.0,Male,Delhi,11.0,1.0,1.0,1.0,747.0,163388.92,63056.02,9.0,17608.6,0.0,672.0,11.0,NO,7.0,1.0,0.0,0.3,2018-03-11,2023-05-04,0
CUST02019,50.0,Male,Chennai,12.0,1.0,1.0,0.0,619.0,230911.7,93797.48,12.0,17556.91,0.0,218.0,11.0,NO,29.0,0.0,0.0,,2015-05-23,2024-03-26,0
CUST02020,,Male,Delhi,13.0,1.0,1.0,1.0,,48421.13,79562.97,79.0,1918.88,1.0,400.0,55.0,YES,19.0,0.0,0.0,,2022-02-26,2024-02-20,0
CUST02021,43.0,Male,Hyderabad,8.0,1.0,1.0,1.0,,6628.45,33667.07,25.0,16773.82,2.0,469.0,36.0,YES,21.0,1.0,1.0,0.627,2023-06-22,2021-02-19,0
CUST02022,46.0,Male,Chennai,2.0,2.0,1.0,1.0,730.0,23839.76,10000.0,21.0,4437.2,0.0,470.0,45.0,NO,6.0,1.0,0.0,0.346,2019-03-21,2023-08-16,0
CUST02023,60.0,Female,Mumbai,9.0,3.0,0.0,0.0,815.0,21218.34,98347.28,46.0,16224.51,1.0,333.0,21.0,0,4.0,0.0,0.0,,2017-12-16,2023-09-26,1
CUST02024,25.0,Male,Ahmedabad,1.0,4.0,1.0,1.0,565.0,21845.94,140860.12,26.0,10193.23,0.0,521.0,37.0,NO,14.0,0.0,0.0,,2017-09-16,2021-06-27,0
CUST02025,18.0,Female,Delhi,10.0,2.0,1.0,1.0,673.0,54478.79,176415.4,,3037.53,5.0,325.0,50.0,NO,14.0,1.0,1.0,0.554,2017-02-10,2022-03-06,0
CUST02026,44.0,Female,Pune,0.0,1.0,0.0,0.0,850.0,70016.83,112418.19,25.0,16275.01,1.0,192.0,15.0,0,8.0,0.0,0.0,,2015-06-20,2024-11-18,0
CUST02027,65.0,Male,Hyderabad,15.0,1.0,1.0,1.0,655.0,10455.14,133300.61,40.0,16073.89,1.0,476.0,11.0,YES,28.0,1.0,0.0,0.61,2017-08-17,2024-03-31,1
CUST02028,58.0,Female,Chennai,1.0,1.0,1.0,1.0,,176115.0,93458.39,32.0,2696.09,2.0,49.0,38.0,1,16.0,1.0,0.0,0.311,2017-07-24,2023-03-17,1
CUST02029,45.0,Male,Pune,2.0,1.0,0.0,1.0,713.0,77401.21,87080.38,62.0,9628.23,0.0,407.0,44.0,NO,23.0,1.0,1.0,0.631,2023-04-21,2022-06-07,0
CUST02030,36.0,Female,Bangalore,6.0,2.0,0.0,1.0,653.0,72755.48,79440.04,29.0,100.0,0.0,347.0,13.0,1,22.0,0.0,0.0,,2019-03-15,2025-03-19,0
CUST02031,52.0,Female,Mumbai,1.0,3.0,0.0,0.0,513.0,349160.08,70767.61,19.0,6024.68,0.0,,8.0,0,15.0,0.0,0.0,,2021-06-09,2021-08-15,0
CUST02032,29.0,Male,Kolkata,12.0,2.0,1.0,1.0,,79139.88,99283.06,50.0,6060.31,0.0,196.0,1.0,1,2.0,0.0,0.0,,2017-08-13,2022-02-15,0
CUST02033,48.0,Female,Ahmedabad,4.0,2.0,0.0,0.0,490.0,211560.02,54176.12,70.0,5955.03,0.0,177.0,28.0,0,29.0,1.0,0.0,0.097,2015-08-08,2024-10-10,0
CUST02034,49.0,Female,Mumbai,1.0,2.0,0.0,0.0,617.0,26978.58,69102.3,20.0,16058.9,1.0,529.0,34.0,NO,0.0,1.0,0.0,0.508,2016-07-28,2021-01-13,0
CUST02035,56.0,Female,Chennai,6.0,1.0,1.0,1.0,747.0,21968.58,27881.35,9.0,1320.59,0.0,120.0,,YES,16.0,1.0,0.0,0.644,2019-04-02,2024-02-01,0
CUST02036,78.0,,Bangalore,9.0,3.0,1.0,0.0,621.0,58139.41,93997.07,34.0,6880.64,0.0,467.0,4.0,1,0.0,1.0,0.0,0.177,2017-03-26,2022-08-20,1
CUST02037,47.0,Female,Chennai,7.0,2.0,1.0,1.0,595.0,56841.2,36636.1,41.0,11774.1,0.0,258.0,4.0,0,26.0,0.0,0.0,,2018-03-21,2022-03-22,0
CUST02038,35.0,Male,Kolkata,7.0,1.0,0.0,1.0,720.0,20544.68,76349.8,37.0,1423.79,0.0,66.0,43.0,NO,10.0,1.0,0.0,0.387,2018-02-23,2022-10-13,0
CUST02039,42.0,,Mumbai,12.0,,0.0,1.0,582.0,96226.05,95019.64,68.0,3582.63,0.0,84.0,49.0,0,24.0,1.0,1.0,0.6,2019-12-16,2023-05-21,0
CUST02040,19.0,Male,Kolkata,15.0,1.0,1.0,1.0,552.0,2406.54,98435.66,69.0,13576.12,1.0,650.0,54.0,NO,19.0,0.0,0.0,,2016-07-09,2024-09-19,0
CUST02041,33.0,Female,Delhi,14.0,2.0,1.0,1.0,672.0,93857.51,105860.34,64.0,14724.83,0.0,76.0,19.0,YES,26.0,1.0,1.0,0.526,2021-03-10,2024-12-09,0
CUST02042,37.0,Male,Bangalore,7.0,1.0,1.0,1.0,635.0,48877.89,66468.34,76.0,5833.63,1.0,328.0,56.0,YES,4.0,0.0,0.0,,2020-07-10,2023-11-15,0
CUST02043,35.0,Male,Bangalore,9.0,2.0,1.0,1.0,551.0,93438.92,,51.0,12287.53,0.0,136.0,32.0,NO,12.0,0.0,0.0,,2021-04-11,2021-12-30,0
CUST02044,44.0,Male,Hyderabad,14.0,2.0,1.0,0.0,701.0,51866.24,55534.99,59.0,15783.84,0.0,297.0,43.0,YES,27.0,1.0,1.0,0.581,2017-12-30,2023-04-15,0
CUST02045,31.0,Male,Delhi,75.0,2.0,0.0,1.0,687.0,302950.38,10000.0,73.0,5964.1,0.0,340.0,4.0,NO,21.0,0.0,0.0,,2018-08-01,2024-05-21,0
CUST02046,57.0,Male,Delhi,,1.0,1.0,1.0,,32599.57,96212.37,63.0,11958.24,0.0,353.0,6.0,1,16.0,1.0,0.0,0.641,2022-12-09,2023-07-09,0
CUST02047,42.0,MALE,Pune,11.0,1.0,1.0,0.0,627.0,323978.47,86939.52,44.0,5885.97,0.0,550.0,4.0,1,23.0,1.0,0.0,0.21,2016-07-25,2024-01-17,0
CUST02048,42.0,Male,Bangalore,0.0,2.0,0.0,1.0,688.0,5374.47,115532.94,45.0,1233.87,2.0,346.0,0.0,YES,26.0,0.0,0.0,,2015-09-09,2022-02-27,0
CUST02049,38.0,Female,Pune,13.0,1.0,1.0,0.0,745.0,92100.5,73988.45,52.0,8018.08,3.0,372.0,18.0,0,11.0,0.0,0.0,,2018-09-29,2021-01-06,0
CUST02050,44.0,Male,Kolkata,14.0,1.0,0.0,1.0,627.0,48443.03,10873.47,17.0,6777.77,0.0,68.0,8.0,1,0.0,0.0,0.0,,2022-04-07,2024-10-22,0
CUST02051,,Female,Pune,13.0,4.0,1.0,1.0,702.0,138139.62,71334.77,35.0,3366.9,0.0,663.0,16.0,0,25.0,0.0,0.0,,2019-10-24,2022-08-19,0
CUST02052,31.0,Female,Hyderabad,13.0,2.0,0.0,1.0,695.0,124705.69,110463.22,,6303.6,1.0,698.0,38.0,NO,5.0,0.0,0.0,,2018-06-07,2023-04-19,0
CUST02053,33.0,Female,Ahmedabad,9.0,2.0,1.0,1.0,720.0,128839.15,94041.39,46.0,6865.99,0.0,338.0,8.0,YES,,0.0,0.0,,2015-08-18,2022-05-31,0
CUST02054,38.0,Female,Kolkata,,2.0,0.0,0.0,653.0,7962.52,69130.22,36.0,9393.41,0.0,342.0,51.0,NO,3.0,0.0,0.0,,2019-02-09,2021-06-15,1
CUST02055,,Male,Delhi,10.0,1.0,1.0,0.0,577.0,138242.27,10000.0,4.0,,0.0,114.0,15.0,1,26.0,1.0,1.0,0.635,2021-04-13,2023-02-25,1
CUST02056,31.0,Female,Bangalore,14.0,4.0,0.0,0.0,613.0,19267.97,33959.32,61.0,13203.62,0.0,245.0,18.0,NO,1.0,1.0,0.0,0.416,2019-05-21,2022-06-28,0
CUST02057,36.0,Male,Chennai,5.0,4.0,0.0,1.0,677.0,2081.26,94089.55,65.0,7567.36,0.0,,46.0,YES,21.0,0.0,0.0,,2016-08-24,2024-08-11,0
CUST02058,53.0,Female,Ahmedabad,,2.0,1.0,0.0,795.0,19645.32,10000.0,43.0,5265.08,3.0,,13.0,NO,17.0,1.0,0.0,0.084,2016-05-13,2024-01-21,0
CUST02059,45.0,Female,Pune,0.0,2.0,1.0,1.0,611.0,52204.21,62270.2,27.0,14699.36,0.0,552.0,35.0,YES,,1.0,1.0,0.138,2021-05-30,2021-02-24,0
CUST02060,45.0,Male,Kolkata,4.0,2.0,1.0,0.0,714.0,108418.19,76536.89,66.0,7501.55,0.0,,35.0,1,13.0,0.0,0.0,,2019-01-30,2023-09-09,1
CUST02061,53.0,Male,Mumbai,14.0,2.0,1.0,1.0,624.0,19736.77,120997.49,23.0,5014.46,0.0,173.0,43.0,NO,21.0,0.0,0.0,,2021-10-18,2022-11-25,0
CUST02062,40.0,Female,Hyderabad,4.0,1.0,1.0,1.0,659.0,9593.5,99579.62,51.0,8850.81,0.0,385.0,56.0,NO,21.0,1.0,0.0,0.632,2016-04-09,2023-12-22,0
CUST02063,47.0,Female,Hyderabad,14.0,2.0,1.0,1.0,771.0,83069.27,113512.45,56.0,100.0,1.0,720.0,,YES,1.0,0.0,0.0,,2015-05-28,2023-09-01,0
CUST02064,41.0,Male,Kolkata,14.0,1.0,0.0,1.0,711.0,330305.12,87074.13,52.0,5651.58,0.0,442.0,25.0,NO,24.0,1.0,0.0,0.543,2020-03-27,2023-12-15,0
CUST02065,45.0,Female,Chennai,3.0,1.0,1.0,1.0,551.0,73477.51,41183.56,54.0,5312.95,0.0,172.0,,NO,13.0,1.0,0.0,0.49,2020-03-02,2021-02-21,0
CUST02066,34.0,Female,Ahmedabad,,1.0,1.0,1.0,604.0,93967.97,50453.58,,,0.0,508.0,10.0,0,20.0,0.0,0.0,,2018-08-17,2024-04-22,1
CUST02067,18.0,Female,Hyderabad,4.0,1.0,1.0,1.0,750.0,65890.99,37693.61,67.0,9900.27,3.0,419.0,42.0,NO,10.0,0.0,0.0,,2019-08-18,2023-08-24,0
CUST02068,40.0,Male,Delhi,11.0,2.0,0.0,0.0,661.0,121988.79,98631.23,1.0,13387.71,3.0,192.0,27.0,NO,6.0,1.0,0.0,0.156,2016-11-23,2024-06-15,1
CUST02069,60.0,Female,Pune,,1.0,0.0,1.0,558.0,297726.83,47243.11,26.0,,0.0,372.0,39.0,1,18.0,1.0,0.0,0.275,2015-03-13,2023-07-28,1
CUST02070,54.0,Female,,10.0,2.0,1.0,1.0,584.0,62843.67,59239.99,60.0,5521.42,,565.0,42.0,0,24.0,0.0,0.0,,2019-08-02,2024-09-15,0
CUST02071,55.0,Female,Chennai,10.0,1.0,1.0,1.0,706.0,43136.71,75899.65,70.0,6586.08,1.0,657.0,54.0,YES,3.0,1.0,0.0,0.571,2016-06-22,2021-04-22,0
CUST02072,58.0,Female,Kolkata,5.0,1.0,0.0,0.0,730.0,157485.3,140652.5,44.0,4601.41,0.0,237.0,10.0,0,24.0,0.0,0.0,,2017-05-30,2023-08-15,1
CUST02073,43.0,m,,6.0,2.0,1.0,0.0,651.0,279803.48,101285.36,,10690.62,0.0,397.0,11.0,NO,0.0,0.0,0.0,,2022-04-01,2022-02-13,0
CUST02074,45.0,Male,Mumbai,7.0,1.0,0.0,1.0,848.0,11065.75,44085.86,9.0,100.0,0.0,581.0,41.0,1,14.0,0.0,0.0,,2022-04-21,2022-12-20,0
CUST02075,34.0,Female,Delhi,14.0,2.0,1.0,1.0,716.0,69052.41,81073.91,7.0,6054.05,4.0,75.0,26.0,YES,24.0,0.0,0.0,,2023-09-17,2024-12-31,0
CUST02076,38.0,Male,Kolkata,1.0,2.0,1.0,1.0,631.0,125794.49,141052.47,31.0,9457.42,0.0,611.0,11.0,0,17.0,1.0,0.0,0.297,2017-01-02,2022-04-13,0
CUST02077,50.0,Male,Delhi,14.0,1.0,1.0,1.0,585.0,60972.25,,33.0,4884.42,0.0,336.0,32.0,0,9.0,1.0,1.0,0.51,2019-07-26,2024-12-16,0
CUST02078,58.0,Female,Kolkata,14.0,1.0,1.0,1.0,572.0,42101.81,11069.91,54.0,5855.09,0.0,468.0,4.0,0,,0.0,0.0,,2020-01-11,2024-08-03,1
CUST02079,40.0,Male,Bangalore,6.0,1.0,1.0,0.0,677.0,85190.18,38390.42,68.0,12956.87,1.0,51.0,20.0,0,8.0,0.0,0.0,,2020-04-30,2024-11-03,0
CUST02080,36.0,,Ahmedabad,5.0,2.0,0.0,1.0,611.0,25190.9,35322.58,,7716.1,0.0,619.0,29.0,NO,1.0,1.0,1.0,0.619,2022-01-21,2024-11-19,0
CUST02081,42.0,Female,Kolkata,8.0,2.0,1.0,1.0,,34356.09,132629.19,75.0,13973.41,1.0,255.0,,0,22.0,1.0,0.0,0.352,2022-09-23,2023-05-04,0
CUST02082,50.0,,Hyderabad,14.0,2.0,0.0,1.0,767.0,389080.66,125251.25,77.0,16186.71,0.0,727.0,9.0,NO,7.0,0.0,0.0,,2016-02-09,2021-04-04,0
CUST02083,23.0,Female,Delhi,7.0,1.0,1.0,1.0,701.0,80950.45,49998.52,73.0,10653.37,,296.0,0.0,NO,16.0,1.0,0.0,0.395,2021-02-03,2025-03-03,0
CUST02084,18.0,Male,Hyderabad,13.0,1.0,0.0,0.0,556.0,,49136.79,51.0,6546.15,0.0,391.0,28.0,YES,5.0,1.0,0.0,0.291,2019-08-11,2024-01-09,0
CUST02085,35.0,Male,Chennai,15.0,1.0,1.0,0.0,596.0,131924.4,76787.67,18.0,15908.24,3.0,723.0,6.0,YES,20.0,0.0,0.0,,2022-05-12,2025-01-07,0
CUST02086,26.0,Female,Chennai,10.0,1.0,1.0,1.0,,84506.9,77986.76,26.0,100.0,0.0,236.0,50.0,YES,6.0,0.0,0.0,,2015-05-17,2022-10-12,0
CUST02087,35.0,Male,Kolkata,13.0,1.0,0.0,0.0,605.0,146971.89,36506.96,51.0,241.76,3.0,632.0,32.0,YES,25.0,1.0,0.0,0.41,2018-07-02,2021-02-23,0
CUST02088,40.0,FEMALE,Chennai,14.0,1.0,1.0,0.0,740.0,27079.69,65034.77,62.0,11851.76,0.0,420.0,0.0,1,27.0,1.0,1.0,0.28,2022-05-29,2024-06-11,0
CUST02089,36.0,Male,Mumbai,3.0,2.0,1.0,0.0,688.0,81093.86,16855.87,5.0,20371.32,0.0,552.0,30.0,1,4.0,0.0,0.0,,2021-12-10,2025-02-07,0
CUST02090,61.0,Female,Hyderabad,,4.0,1.0,1.0,654.0,71445.69,125892.83,10.0,11412.68,0.0,146.0,47.0,YES,29.0,0.0,0.0,,2019-01-18,2023-12-01,0
CUST02091,46.0,Male,Pune,,1.0,0.0,0.0,594.0,77917.74,10000.0,47.0,943240.16,0.0,712.0,32.0,YES,10.0,1.0,0.0,0.355,2017-10-19,2023-02-21,1
CUST02092,46.0,Female,Pune,,3.0,0.0,1.0,642.0,14774.61,10000.0,40.0,5667.63,3.0,623.0,2.0,1,27.0,0.0,0.0,,2023-07-05,2024-11-25,0
CUST02093,50.0,Male,Chennai,0.0,2.0,1.0,1.0,665.0,25974.58,92401.58,72.0,10781.05,1.0,234.0,30.0,1,3.0,0.0,0.0,,2018-12-15,2024-06-09,0
CUST02094,,Male,Kolkata,10.0,3.0,1.0,1.0,733.0,27023.58,25524.95,15.0,13790.48,1.0,,1.0,YES,17.0,0.0,0.0,,2019-06-01,2024-02-10,0
CUST02095,56.0,Female,Kolkata,5.0,1.0,1.0,1.0,579.0,73693.44,54961.4,19.0,11743.71,0.0,487.0,17.0,1,9.0,0.0,0.0,,2019-08-24,2023-04-18,0
CUST02096,41.0,Male,Mumbai,15.0,3.0,1.0,1.0,629.0,,77526.91,68.0,8314.09,0.0,721.0,39.0,YES,0.0,0.0,0.0,,2023-01-04,2022-12-17,0
CUST02097,51.0,Male,Delhi,7.0,4.0,0.0,0.0,654.0,246446.68,102012.03,37.0,13167.53,1.0,600.0,17.0,NO,18.0,1.0,0.0,0.05,2015-04-18,2023-05-11,1
CUST02098,28.0,Male,Pune,10.0,3.0,0.0,1.0,703.0,,66156.72,76.0,9525.17,1.0,614.0,23.0,0,22.0,0.0,0.0,,2015-04-19,2021-09-27,0
CUST02099,22.0,Female,Bangalore,10.0,2.0,0.0,0.0,577.0,29089.66,146166.87,31.0,10550.22,0.0,539.0,31.0,1,5.0,0.0,0.0,,2018-11-13,2023-03-07,0
CUST02100,53.0,Male,Mumbai,3.0,1.0,1.0,0.0,545.0,2938.26,74982.44,64.0,12853.79,1.0,90.0,23.0,1,6.0,1.0,0.0,0.384,2021-04-25,2024-06-29,1
CUST02101,47.0,Female,Mumbai,,1.0,1.0,0.0,704.0,40708.28,122631.79,55.0,3329.56,,151.0,8.0,YES,27.0,1.0,0.0,0.367,2023-03-11,2022-10-24,0
CUST02102,30.0,Female,Hyderabad,10.0,3.0,1.0,0.0,529.0,,86142.23,60.0,7888.04,0.0,461.0,11.0,1,7.0,0.0,0.0,,2018-09-21,2021-07-25,0
CUST02103,31.0,Male,Chennai,1.0,1.0,1.0,1.0,753.0,197918.99,160248.39,50.0,8569.27,1.0,19.0,26.0,NO,23.0,0.0,0.0,,2021-06-21,2024-11-30,0
CUST02104,57.0,Male,Bangalore,15.0,1.0,0.0,0.0,638.0,,117334.54,22.0,1996.35,1.0,376.0,58.0,NO,25.0,0.0,0.0,,2016-07-25,2024-08-17,0
CUST02105,,Female,Pune,9.0,1.0,1.0,0.0,526.0,24717.3,76738.79,44.0,2551.43,0.0,391.0,38.0,1,3.0,1.0,0.0,0.229,2022-05-28,2024-01-06,0
CUST02106,63.0,Female,Kolkata,0.0,2.0,0.0,0.0,612.0,19964.12,100153.23,69.0,4870.69,3.0,213.0,4.0,1,3.0,0.0,0.0,,2016-01-16,2022-04-26,0
CUST02107,30.0,Male,Ahmedabad,15.0,2.0,1.0,1.0,,34475.38,64567.37,8.0,13208.15,2.0,367.0,34.0,NO,0.0,0.0,0.0,,2023-04-08,2023-10-07,0
CUST02108,50.0,Male,Bangalore,4.0,4.0,0.0,1.0,607.0,130681.81,64164.01,8.0,7021.55,1.0,92.0,25.0,YES,4.0,0.0,0.0,,2021-09-14,2023-06-03,0
CUST02109,38.0,Male,Hyderabad,15.0,3.0,0.0,1.0,652.0,83270.68,22863.57,33.0,8649.82,0.0,,9.0,0,16.0,1.0,0.0,0.589,2019-05-20,2024-05-15,0
CUST02110,50.0,Female,Hyderabad,12.0,2.0,1.0,1.0,709.0,123320.26,42669.54,30.0,9542.08,1.0,703.0,9.0,YES,21.0,1.0,0.0,0.509,2023-04-28,2021-08-19,0
CUST02111,35.0,Female,Pune,5.0,2.0,0.0,0.0,634.0,69979.49,157438.86,10.0,11155.82,0.0,622.0,59.0,YES,3.0,0.0,0.0,,2019-04-05,2022-09-12,0
CUST02112,40.0,Male,Mumbai,3.0,1.0,1.0,1.0,575.0,23843.71,26838.75,40.0,10505.69,0.0,231.0,51.0,1,23.0,1.0,0.0,0.383,2016-01-22,2024-07-31,0
CUST02113,43.0,Male,Kolkata,3.0,1.0,1.0,1.0,626.0,,48780.29,13.0,8337.4,1.0,153.0,2.0,0,4.0,0.0,0.0,,2016-02-26,2024-11-15,0
CUST02114,29.0,Male,Kolkata,,3.0,1.0,0.0,763.0,723.32,71251.25,61.0,7307.93,3.0,215.0,12.0,1,,0.0,0.0,,2018-10-08,2022-09-25,0
CUST02115,52.0,Female,Pune,13.0,2.0,1.0,1.0,,121488.16,72583.63,43.0,13472.68,0.0,525.0,21.0,1,21.0,0.0,0.0,,2022-01-09,2022-03-10,1
CUST02116,35.0,Female,Mumbai,15.0,1.0,0.0,0.0,488.0,150248.8,90349.03,55.0,5535.58,0.0,250.0,20.0,YES,21.0,0.0,0.0,,2022-07-24,2022-01-27,0
CUST02117,39.0,Male,Kolkata,14.0,1.0,0.0,0.0,,116978.94,56235.17,51.0,14800.67,0.0,699.0,33.0,NO,13.0,0.0,0.0,,2023-01-28,2022-01-30,0
CUST02118,29.0,Female,Chennai,4.0,2.0,1.0,1.0,670.0,6185.23,92815.05,19.0,5145.93,0.0,437.0,53.0,YES,28.0,0.0,0.0,,2016-08-25,2021-05-12,0
CUST02119,,Male,Kolkata,15.0,1.0,1.0,1.0,724.0,114913.3,120695.42,54.0,6581.66,1.0,128.0,52.0,YES,10.0,0.0,0.0,,2022-07-21,2025-03-18,0
CUST02120,40.0,Female,Chennai,13.0,1.0,1.0,1.0,606.0,3747.83,125665.29,23.0,11541.59,1.0,550.0,25.0,YES,25.0,0.0,0.0,,2015-01-31,2023-08-28,0
CUST02121,,Male,,13.0,3.0,1.0,0.0,509.0,,64299.53,62.0,19826.44,1.0,143.0,9.0,NO,12.0,0.0,0.0,,2018-10-30,2023-02-24,1
CUST02122,52.0,Male,Pune,13.0,1.0,1.0,1.0,697.0,46453.42,99453.74,41.0,100.0,0.0,336.0,43.0,0,28.0,1.0,0.0,0.332,2016-09-17,2023-03-26,0
CUST02123,42.0,Female,Chennai,13.0,2.0,0.0,1.0,,,29154.66,12.0,12329.04,0.0,299.0,19.0,1,14.0,1.0,0.0,0.582,2023-09-19,2022-02-12,0
CUST02124,39.0,Male,Ahmedabad,8.0,2.0,1.0,1.0,539.0,135477.16,46131.36,,10363.16,0.0,375.0,54.0,NO,13.0,1.0,0.0,0.424,2022-07-21,2025-01-24,0
CUST02125,42.0,Female,Pune,7.0,2.0,1.0,1.0,545.0,91036.55,,12.0,5733.21,3.0,115.0,56.0,YES,29.0,1.0,0.0,0.193,2020-10-22,2022-11-19,0
CUST02126,49.0,Female,Pune,8.0,2.0,1.0,1.0,698.0,13314.61,73170.21,27.0,9795.89,0.0,32.0,16.0,0,7.0,0.0,0.0,,2021-01-31,2023-08-28,0
CUST02127,,Male,Bangalore,12.0,3.0,1.0,1.0,661.0,20509.85,40631.23,14.0,1995.47,0.0,585.0,23.0,1,17.0,1.0,0.0,0.403,2018-08-12,2023-11-02,0
CUST02128,56.0,Female,Chennai,13.0,1.0,1.0,1.0,713.0,26913.4,14172.26,16.0,4035.56,0.0,566.0,32.0,0,26.0,0.0,0.0,,2022-06-20,2025-02-19,0
CUST02129,51.0,Male,Hyderabad,2.0,3.0,1.0,0.0,704.0,10561.24,59559.79,12.0,10139.95,1.0,280.0,42.0,0,6.0,0.0,0.0,,2020-10-05,2021-07-02,0
CUST02130,51.0,Male,Mumbai,13.0,1.0,0.0,0.0,616.0,27134.3,10000.0,53.0,2958.49,4.0,513.0,15.0,1,4.0,1.0,1.0,0.303,2015-02-03,2023-03-13,1
CUST02131,48.0,Male,Pune,2.0,1.0,0.0,1.0,644.0,104332.38,128087.72,,8755.01,0.0,575.0,,NO,18.0,0.0,0.0,,2020-06-04,2025-03-31,0
CUST02132,42.0,Male,Mumbai,0.0,1.0,1.0,1.0,609.0,22102.61,52699.08,1.0,4680.92,0.0,288.0,36.0,0,14.0,0.0,0.0,,2016-09-07,2021-11-22,0
CUST02133,51.0,Female,Chennai,13.0,3.0,1.0,1.0,,144319.35,114412.64,28.0,5733.13,1.0,691.0,48.0,0,18.0,0.0,0.0,,2019-12-01,2023-10-18,0
CUST02134,50.0,Male,Bangalore,9.0,1.0,1.0,0.0,573.0,50717.39,55317.3,8.0,13379.1,0.0,,33.0,1,4.0,0.0,0.0,,2018-05-10,2022-07-29,0
CUST02135,37.0,Male,,12.0,1.0,0.0,1.0,681.0,31199.13,27202.49,76.0,2174.44,3.0,366.0,42.0,1,1.0,1.0,0.0,0.208,2020-06-21,2021-04-22,0
