customer_id,age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,joining_date,last_transaction_date,churn,balance_salary_ratio,products_per_tenure,digital_engagement_score,customer_value,revenue_at_risk,age_tenure_ratio,zero_balance_flag,single_product_flag,credit_engagement_mismatch,complaint_risk_score,low_digital_activity,financial_stress_flag,wealth_tier,age_group,churn_risk_score,priority_score,high_value_customer,high_churn_risk
Cust00585,44.0,Female,Kolkata,15.0,3.0,1.0,0.0,722.0,487499.68,23007.63,18.0,8073.02,0.0,371.0,27.0,1.0,17.0,0.0,0.0,0.349,2020-05-04,2022-03-08,0.0,21.18768827174847,0.1875,45.54,0.1504,11122.75,2.75,0,0,1,0.0,0,0,Low,Mid-Career,35.0,46.47,0,0
Cust00586,45.0,Male,Pune,4.0,1.0,1.0,1.0,723.0,49264.31,53212.27,1.0,10368.43,0.0,163.0,30.0,1.0,3.0,0.0,0.0,0.349,2018-07-11,2024-02-24,0.0,0.9257899392388402,0.2,80.6,0.0472,1701.82,9.0,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,5.02,0,0
Cust00587,36.0,Male,Pune,7.0,2.0,1.0,1.0,632.0,97986.4,103952.8,31.0,3216.23,0.0,681.0,11.0,1.0,4.0,0.0,0.0,0.349,2023-09-12,2024-01-28,0.0,0.9425956530689594,0.25,80.22,0.0918,3207.7,4.5,0,0,0,0.0,0,0,High,Mid-Career,0.0,294.47,0,0
Cust00588,31.0,Female,Delhi,15.0,1.0,1.0,1.0,529.0,127871.12,49915.76,26.0,10201.47,2.0,159.0,1.0,0.0,1.0,1.0,0.0,0.226,2019-12-30,2021-09-14,0.0,2.56168709667855,0.0625,55.02,0.0659,3259.1,1.9375,0,1,0,31.8,1,0,Low,Mid-Career,25.0,8.26,0,0
Cust00589,53.0,Female,Bangalore,15.0,3.0,1.0,1.0,670.0,37732.84,79215.39,38.0,9588.32,1.0,235.0,13.0,1.0,21.0,1.0,0.0,0.387,2022-10-31,2022-07-31,0.0,0.4763261744192079,0.1875,80.26,0.1391,2367.4,3.3125,0,0,0,23.5,0,0,Mid,Senior,0.0,329.31,0,0
Cust00590,31.0,Female,Ahmedabad,4.0,2.0,0.0,0.0,577.0,48877.47,46342.4,55.0,555.0,0.0,363.0,40.0,1.0,1.0,0.0,0.0,0.349,2018-07-01,2024-03-20,1.0,1.0546802780978521,0.4,25.8,0.0839,1968.47,6.2,0,0,0,0.0,0,0,Low,Mid-Career,25.0,6.35,0,0
Cust00591,43.0,Male,Delhi,1.0,1.0,1.0,1.0,650.0,278334.27,31424.45,76.0,4269.61,1.0,683.0,32.0,1.0,22.0,0.0,0.0,0.349,2019-10-26,2022-05-23,0.0,8.856970067254407,0.5,80.64,0.0484,6135.08,21.5,0,1,0,68.3,0,0,Low,Mid-Career,25.0,11.42,0,0
Cust00592,36.0,Male,Bangalore,3.0,1.0,1.0,1.0,549.0,2625.91,39145.05,43.0,4542.59,3.0,21.0,40.0,1.0,13.0,0.0,0.0,0.349,2018-01-27,2024-12-31,0.0,0.06707982031392694,0.25,80.8,0.0436,654.52,9.0,0,1,0,6.3,0,0,Low,Mid-Career,25.0,1.1,0,0
Cust00593,48.0,Female,Delhi,13.0,1.0,1.0,1.0,676.0,32673.03,113229.01,43.0,5778.06,0.0,667.0,15.0,1.0,15.0,0.0,0.0,0.349,2023-08-28,2022-07-12,0.0,0.2885545095332942,0.07142857142857142,80.3,0.0619,1564.16,3.4285714285714284,0,1,0,0.0,0,0,High,Senior,15.0,6.05,0,0
Cust00594,42.0,Female,Pune,1.0,1.0,1.0,1.0,759.0,53275.71,75551.31,51.0,8073.02,0.0,558.0,43.0,1.0,29.0,0.0,0.0,0.349,2018-08-14,2025-03-08,0.0,0.7051499815161177,0.5,80.86,0.0434,1848.45,21.0,0,1,0,0.0,0,0,Mid,Mid-Career,25.0,3.09,0,0
Cust00595,55.0,Female,Bangalore,6.0,1.0,1.0,1.0,653.0,117.29,125875.27,60.0,12695.8,3.0,430.0,9.0,1.0,13.0,1.0,0.0,0.618,2018-03-01,2024-09-15,1.0,0.0009317880169153408,0.14285714285714285,80.18,0.0512,1032.8,7.857142857142857,0,1,0,129.0,0,1,High,Senior,40.0,1.29,0,0
Cust00596,35.0,Female,Kolkata,6.0,2.0,1.0,0.0,667.0,183511.52,75245.06,58.0,13302.68,3.0,555.0,45.0,1.0,20.0,0.0,0.0,0.349,2022-02-08,2023-02-04,0.0,2.438818989326484,0.2857142857142857,45.9,0.0924,4904.24,5.0,0,0,0,166.5,0,0,Mid,Mid-Career,35.0,12.59,0,0
Cust00597,38.0,Female,Pune,13.0,2.0,0.0,1.0,745.0,26977.17,139258.61,60.0,4060.61,0.0,189.0,54.0,1.0,15.0,1.0,0.0,0.153,2018-01-31,2025-01-14,1.0,0.19371855199077465,0.14285714285714285,61.08,0.0999,1937.18,2.7142857142857144,0,0,0,0.0,0,0,High,Mid-Career,0.0,193.52,0,0
Cust00598,42.0,Female,Bangalore,14.0,4.0,0.0,1.0,526.0,23840.67,107722.73,76.0,2229.15,1.0,258.0,54.0,1.0,7.0,1.0,0.0,0.48,2018-04-07,2022-08-21,0.0,0.22131307558696675,0.26666666666666666,61.08,0.1752,2530.0,2.8,0,0,0,25.8,0,0,High,Mid-Career,0.0,443.26,0,0
Cust00599,36.0,Female,Pune,2.0,1.0,1.0,1.0,692.0,137328.98,105373.63,5.0,7933.31,0.0,525.0,6.0,1.0,27.0,1.0,0.0,0.263,2018-12-25,2024-12-31,0.0,1.303245192889408,0.3333333333333333,80.12,0.0483,3647.41,12.0,0,1,0,0.0,0,0,High,Mid-Career,25.0,6.78,0,0
Cust00600,47.0,Female,Pune,13.0,1.0,1.0,1.0,649.0,26056.55,70180.48,42.0,14650.94,0.0,439.0,44.0,1.0,1.0,0.0,0.0,0.349,2018-11-29,2023-09-19,0.0,0.37127387453214156,0.07142857142857142,80.88,0.0608,1348.36,3.357142857142857,0,1,0,0.0,0,0,Mid,Senior,15.0,5.12,0,0
Cust00601,52.0,Female,Pune,12.0,1.0,1.0,0.0,695.0,85747.33,195368.26,2.0,18771.0,0.0,545.0,57.0,1.0,23.0,1.0,1.0,0.5,2019-10-03,2024-04-05,0.0,0.4388987806986626,0.07692307692307693,46.14,0.0652,3084.13,4.0,0,1,0,0.0,0,0,Premium,Senior,40.0,4.9,0,0
Cust00602,30.0,Female,Pune,6.0,2.0,1.0,0.0,611.0,137854.74,79507.93,60.0,4627.11,1.0,291.0,29.0,0.0,24.0,1.0,0.0,0.399,2019-08-04,2023-05-12,1.0,1.733827131115964,0.2857142857142857,20.58,0.0908,3921.4,4.285714285714286,0,0,0,29.1,0,0,Mid,Young,25.0,13.69,0,0
Cust00603,150.0,Male,Pune,14.0,2.0,0.0,1.0,585.0,125800.99,10000.0,12.0,100.0,0.0,645.0,16.0,1.0,20.0,1.0,0.0,0.499,2023-02-07,2023-04-02,0.0,12.578841115888412,0.13333333333333333,60.32,0.1,3357.02,10.0,0,0,0,0.0,0,0,Low,,10.0,30.52,0,0
Cust00604,60.0,Male,Pune,0.0,2.0,0.0,0.0,661.0,121842.74,85721.34,14.0,562.59,1.0,57.0,24.0,1.0,4.0,1.0,0.0,0.443,2021-04-11,2024-03-09,1.0,1.4213650723953641,2.0,25.48,0.0813,3585.37,60.0,0,0,0,5.7,0,0,Mid,Senior,45.0,6.34,0,0
Cust00605,47.0,Male,Mumbai,0.0,2.0,0.0,1.0,782.0,7425.17,35708.31,47.0,100.0,0.0,37.0,29.0,0.0,19.0,1.0,0.0,0.111,2022-06-22,2023-05-20,1.0,0.20793372932716989,2.0,35.58,0.0764,1092.34,47.0,0,0,0,0.0,0,0,Low,Senior,10.0,7.59,0,0
Cust00606,42.0,Male,Pune,8.0,1.0,1.0,1.0,719.0,56349.46,115680.86,54.0,10084.2,0.0,86.0,43.0,1.0,19.0,0.0,0.0,0.349,2021-01-07,2023-12-18,0.0,0.4871071402206016,0.1111111111111111,80.86,0.0554,2090.55,4.666666666666667,0,1,0,0.0,0,0,High,Mid-Career,15.0,7.24,0,0
Cust00607,32.0,Female,Hyderabad,5.0,2.0,1.0,0.0,609.0,29311.48,104032.67,35.0,8487.64,2.0,363.0,2.0,1.0,15.0,0.0,0.0,0.349,2021-09-02,2021-10-24,1.0,0.2817499373039517,0.3333333333333333,45.04,0.0871,1887.24,5.333333333333333,0,0,0,72.6,0,0,High,Mid-Career,25.0,6.32,0,0
Cust00608,26.0,Male,Chennai,12.0,4.0,0.0,0.0,543.0,56349.46,67339.45,47.0,9085.95,0.0,727.0,1.0,1.0,29.0,0.0,0.0,0.349,2016-03-04,2024-02-05,0.0,0.8367847259707947,0.3076923076923077,25.02,0.1723,3087.21,2.0,0,0,0,0.0,0,0,Mid,Young,25.0,20.46,0,0
Cust00609,19.0,Male,Ahmedabad,13.0,1.0,1.0,0.0,515.0,55520.56,39484.28,17.0,13629.65,0.0,160.0,43.0,1.0,9.0,0.0,0.0,0.349,2020-06-28,2021-01-21,0.0,1.4061077951074425,0.07142857142857142,45.86,0.0606,1804.64,1.3571428571428572,0,1,0,0.0,0,0,Low,Young,40.0,2.67,0,0
Cust00610,61.0,Male,Pune,15.0,4.0,1.0,1.0,755.0,56349.46,80857.03,3.0,16144.69,1.0,70.0,24.0,0.0,14.0,0.0,0.0,0.349,2023-12-23,2021-12-05,0.0,0.6968938026316001,0.25,55.48,0.1776,3211.86,3.8125,0,0,0,7.0,0,0,Mid,Retired,10.0,51.86,0,0
Cust00611,51.0,Male,Hyderabad,11.0,1.0,0.0,1.0,574.0,65139.52,49350.65,73.0,12214.78,2.0,220.0,52.0,1.0,28.0,1.0,0.0,0.078,2022-05-07,2025-03-23,1.0,1.3199056161242835,0.08333333333333333,61.04,0.0581,2022.34,4.25,0,1,0,44.0,0,0,Low,Senior,15.0,7.34,0,0
Cust00612,41.0,Male,Mumbai,4.0,1.0,0.0,0.0,624.0,28395.66,75245.06,60.0,11675.97,2.0,4.0,53.0,0.0,4.0,0.0,0.0,0.349,2019-01-13,2021-06-20,1.0,0.3773707221348201,0.2,1.06,0.0473,1385.65,8.2,0,1,0,0.8,0,0,Mid,Mid-Career,40.0,1.6,0,0
Cust00613,46.0,Female,Bangalore,12.0,4.0,1.0,1.0,756.0,53204.28,97240.63,40.0,629.71,0.0,173.0,40.0,1.0,4.0,1.0,0.0,0.536,2023-01-13,2024-11-13,0.0,0.5471348022446765,0.3076923076923077,80.8,0.1727,3059.35,3.5384615384615383,0,0,0,0.0,0,1,Mid,Senior,15.0,33.02,0,0
Cust00614,27.0,Male,Hyderabad,15.0,2.0,1.0,0.0,521.0,32606.76,192438.66,64.0,5457.03,1.0,265.0,48.0,1.0,4.0,0.0,0.0,0.349,2022-09-25,2023-05-15,0.0,0.16943887762013296,0.125,45.96,0.1049,2276.46,1.6875,0,0,0,26.5,0,0,Premium,Young,25.0,9.18,0,0
Cust00615,74.0,Female,Bangalore,5.0,1.0,0.0,0.0,769.0,56349.46,57195.42,61.0,14924.11,2.0,349.0,23.0,1.0,19.0,0.0,0.0,0.349,2018-07-04,2023-11-07,1.0,0.9851920802036211,0.16666666666666666,25.46,0.0492,1905.01,12.333333333333334,0,1,1,69.8,0,0,Mid,Retired,60.0,1.54,0,1
Cust00616,44.0,Male,Chennai,5.0,1.0,0.0,1.0,630.0,83841.14,62862.97,76.0,5251.7,0.0,483.0,34.0,1.0,3.0,0.0,0.0,0.349,2016-08-02,2023-09-09,0.0,1.3336914611024406,0.16666666666666666,60.68,0.0497,2380.79,7.333333333333333,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,7.4,0,0
Cust00617,43.0,Male,Pune,0.0,2.0,1.0,1.0,558.0,89530.32,68808.97,7.0,13527.77,0.0,411.0,34.0,1.0,15.0,1.0,0.0,0.529,2017-11-16,2023-02-25,0.0,1.3011242411528448,2.0,80.68,0.0805,3001.12,43.0,0,0,0,0.0,0,1,Mid,Mid-Career,25.0,9.29,0,0
Cust00618,42.0,Male,Pune,4.0,2.0,1.0,1.0,630.0,141395.81,70560.58,62.0,8616.9,1.0,684.0,51.0,1.0,22.0,1.0,0.0,0.482,2015-06-28,2021-02-27,0.0,2.00386400077776,0.4,81.02,0.0878,3996.33,8.4,0,0,0,68.4,0,0,Mid,Mid-Career,0.0,350.88,0,0
Cust00619,48.0,,Kolkata,8.0,2.0,1.0,1.0,592.0,166196.62,116083.16,29.0,11915.93,2.0,111.0,50.0,1.0,15.0,0.0,0.0,0.349,2017-06-22,2023-07-01,1.0,1.431690766423257,0.2222222222222222,81.0,0.0962,4707.42,5.333333333333333,0,0,0,22.2,0,0,High,Senior,0.0,452.85,0,0
Cust00620,45.0,Female,Hyderabad,3.0,1.0,1.0,0.0,685.0,97516.6,75245.06,18.0,3640.8,0.0,266.0,48.0,1.0,19.0,0.0,0.0,0.349,2019-06-17,2022-10-04,1.0,1.2959695165434577,0.25,45.96,0.0474,2687.72,11.25,0,1,0,0.0,0,0,Mid,Mid-Career,40.0,3.11,0,0
Cust00621,32.0,Male,Delhi,2.0,2.0,1.0,1.0,598.0,93051.57,153895.27,2.0,11815.67,1.0,240.0,6.0,1.0,29.0,0.0,0.0,0.349,2019-07-14,2022-09-19,0.0,0.6046382410697804,0.6666666666666666,80.12,0.0862,3394.77,10.666666666666666,0,0,0,24.0,0,0,Premium,Mid-Career,10.0,26.6,0,0
Cust00622,48.0,Female,Mumbai,8.0,1.0,1.0,1.0,497.0,6996117.69,98291.0,48.0,4802.61,0.0,173.0,1.0,0.0,4.0,0.0,0.0,0.349,2022-10-31,2022-04-10,0.0,71.17687797582713,0.1111111111111111,55.02,0.2575,140763.54,5.333333333333333,0,1,0,0.0,1,0,Mid,Senior,25.0,1394.1,0,0
Cust00623,66.0,Male,Hyderabad,13.0,2.0,1.0,1.0,650.0,9302.86,55570.56,11.0,9152.73,3.0,530.0,48.0,0.0,23.0,0.0,0.0,0.349,2019-01-28,2021-07-18,0.0,0.16740325447045218,0.14285714285714285,55.96,0.097,1299.87,4.714285714285714,0,0,0,159.0,0,0,Mid,Retired,20.0,6.0,0,0
Cust00624,59.0,Male,Ahmedabad,14.0,2.0,0.0,1.0,541.0,133944.88,45350.17,26.0,8073.02,2.0,582.0,41.0,1.0,28.0,0.0,0.0,0.349,2017-01-24,2023-01-22,0.0,2.953504396909716,0.13333333333333333,60.82,0.1018,3741.03,3.933333333333333,0,0,0,116.4,0,0,Low,Senior,10.0,34.62,0,0
Cust00625,63.0,Female,Mumbai,1.0,1.0,1.0,1.0,666.0,21216.39,116634.89,19.0,13960.19,3.0,274.0,21.0,1.0,29.0,0.0,0.0,0.349,2021-01-28,2023-09-08,0.0,0.1819027573759672,0.5,80.42,0.0441,1430.47,31.5,0,1,0,82.2,0,0,High,Retired,45.0,1.37,0,0
Cust00626,35.0,Male,Delhi,2.0,1.0,0.0,0.0,555.0,35150.51,76140.81,59.0,12160.36,4.0,75.0,53.0,1.0,5.0,0.0,0.0,0.349,2015-07-18,2021-02-21,0.0,0.4616453168108297,0.3333333333333333,26.06,0.0446,1529.18,11.666666666666666,0,1,0,30.0,0,0,Mid,Mid-Career,60.0,1.12,0,1
Cust00627,29.0,Male,Mumbai,3.0,2.0,1.0,1.0,611.0,12560.13,75362.4,13.0,100.0,2.0,691.0,21.0,1.0,12.0,1.0,1.0,0.187,2016-01-21,2022-08-11,0.0,0.16666087251902117,0.5,80.42,0.0823,1353.65,7.25,0,0,0,138.2,0,0,Mid,Young,0.0,111.41,0,0
Cust00628,40.0,Female,Pune,6.0,1.0,1.0,1.0,665.0,17368.14,51060.79,6.0,3948.0,0.0,594.0,26.0,1.0,0.0,0.0,0.0,0.349,2016-02-11,2024-01-21,0.0,0.3401396621622548,0.14285714285714285,80.52,0.0488,991.09,5.714285714285714,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,3.02,0,0
Cust00629,43.0,Female,Ahmedabad,5.0,1.0,1.0,1.0,633.0,119480.88,72542.17,40.0,4820.54,0.0,559.0,44.0,1.0,19.0,0.0,0.0,0.349,2017-10-19,2023-03-31,1.0,1.647031415914138,0.16666666666666666,80.88,0.0511,3127.99,7.166666666666667,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,9.99,0,0
Cust00630,56.0,Female,Kolkata,10.0,1.0,0.0,0.0,670.0,24289.7,49441.81,37.0,11458.7,0.0,386.0,44.0,1.0,7.0,1.0,0.0,0.574,2019-06-16,2024-09-25,1.0,0.4912685990136888,0.09090909090909091,25.88,0.0554,1198.15,5.090909090909091,0,1,0,0.0,0,1,Low,Senior,65.0,1.01,0,1
Cust00631,42.0,Female,Mumbai,7.0,1.0,1.0,1.0,704.0,47686.71,129468.46,65.0,5523.2,0.0,8.0,10.0,0.0,5.0,0.0,0.0,0.349,2017-03-02,2021-12-16,0.0,0.368324004749846,0.125,55.2,0.0538,1926.84,5.25,0,1,0,0.0,0,0,High,Mid-Career,15.0,6.48,0,0
Cust00632,62.0,Male,Chennai,13.0,2.0,1.0,1.0,557.0,13158.97,103682.41,52.0,2553.17,0.0,655.0,12.0,0.0,6.0,0.0,0.0,0.349,2017-09-09,2024-09-08,0.0,0.12691490374400302,0.14285714285714285,55.24,0.0983,1503.44,4.428571428571429,0,0,0,0.0,0,0,High,Retired,10.0,13.44,0,0
Cust00633,40.0,Male,Hyderabad,8.0,1.0,0.0,0.0,645.0,90638.89,68009.25,40.0,1176.76,2.0,350.0,29.0,1.0,19.0,0.0,0.0,0.349,2016-07-12,2021-05-23,1.0,1.3327239644024247,0.1111111111111111,25.58,0.0544,2496.58,4.444444444444445,0,1,0,70.0,0,0,Mid,Mid-Career,40.0,3.31,0,0
Cust00634,36.0,Male,Ahmedabad,14.0,1.0,0.0,0.0,384.0,104235.63,67421.28,41.0,11636.77,1.0,363.0,29.0,1.0,10.0,1.0,0.0,0.254,2021-02-07,2025-01-15,0.0,1.546011644815334,0.06666666666666667,25.58,0.0643,2870.77,2.4,0,1,0,36.3,0,0,Mid,Mid-Career,40.0,4.5,0,0
Cust00635,29.0,Female,Ahmedabad,5.0,4.0,0.0,0.0,670.0,35914.79,78686.97,62.0,100.0,1.0,372.0,25.0,0.0,2.0,1.0,0.0,0.418,2019-11-04,2025-02-18,0.0,0.45642033972918605,0.6666666666666666,0.5,0.1611,2634.04,4.833333333333333,0,0,0,37.2,0,0,Mid,Young,25.0,16.32,0,0
Cust00636,20.0,Male,Chennai,6.0,1.0,1.0,1.0,626.0,122875.16,74778.39,30.0,13275.69,0.0,380.0,34.0,1.0,19.0,0.0,0.0,0.349,2020-01-06,2023-03-21,0.0,1.6431687928986851,0.14285714285714285,80.68,0.0532,3289.37,2.857142857142857,0,1,0,0.0,0,0,Mid,Young,15.0,10.94,0,0
Cust00637,53.0,Male,Kolkata,3.0,1.0,0.0,1.0,571.0,21945.12,36722.55,38.0,1565.44,0.0,363.0,26.0,1.0,18.0,1.0,0.0,0.297,2022-02-28,2021-06-03,0.0,0.5975762147178036,0.25,60.52,0.0439,1001.45,13.25,0,1,0,0.0,0,0,Low,Senior,15.0,2.75,0,0
Cust00638,43.0,Male,Chennai,1.0,2.0,0.0,0.0,675.0,94187.47,10000.0,30.0,5761.41,0.0,363.0,6.0,1.0,0.0,1.0,0.0,0.231,2016-03-08,2022-05-23,0.0,9.417805219478053,1.0,25.12,0.0799,2781.36,21.5,0,0,0,0.0,0,0,Low,Mid-Career,35.0,6.17,0,0
Cust00639,25.0,Male,Ahmedabad,8.0,1.0,0.0,0.0,650.0,104736.17,43091.97,9.0,2157.48,0.0,277.0,6.0,0.0,13.0,0.0,0.0,0.349,2022-01-17,2023-04-24,0.0,2.43046998153063,0.1111111111111111,0.12,0.054,2688.67,2.7777777777777777,0,1,0,0.0,0,0,Low,Young,40.0,3.54,0,0
Cust00640,25.0,Male,Mumbai,8.0,2.0,1.0,1.0,612.0,56349.46,69859.3,16.0,3404.22,0.0,4.0,29.0,0.0,17.0,0.0,0.0,0.349,2022-01-22,2024-03-25,0.0,0.8066020329142588,0.2222222222222222,55.58,0.091,2240.47,2.7777777777777777,0,0,0,0.0,0,0,Mid,Young,0.0,203.88,0,0
Cust00641,38.0,Male,Bangalore,14.0,1.0,1.0,0.0,574.0,21150.76,45486.67,35.0,6882.92,0.0,203.0,19.0,1.0,19.0,1.0,0.0,0.354,2019-02-07,2022-06-01,0.0,0.4649778720255401,0.06666666666666667,45.38,0.0609,1073.79,2.533333333333333,0,1,0,0.0,0,0,Low,Mid-Career,40.0,1.59,0,0
Cust00642,64.0,,Bangalore,3.0,1.0,0.0,0.0,663.0,7871.72,107773.52,76.0,7316.35,1.0,277.0,52.0,1.0,13.0,1.0,0.0,0.415,2022-09-23,2022-08-04,1.0,0.07303878504863673,0.25,26.04,0.046,1061.69,16.0,0,1,0,27.7,0,0,High,Retired,50.0,0.96,0,0
Cust00643,39.0,Male,Bangalore,11.0,3.0,1.0,1.0,543.0,24417.24,65833.87,76.0,268.27,0.0,105.0,10.0,1.0,5.0,0.0,0.0,0.349,2023-07-16,2023-12-19,0.0,0.3708861276706402,0.25,80.2,0.1318,1954.36,3.25,0,0,0,0.0,0,0,Mid,Mid-Career,0.0,257.58,0,0
Cust00644,22.0,Male,Hyderabad,2.0,1.0,1.0,0.0,597.0,10487.29,149942.94,51.0,5973.15,3.0,87.0,10.0,1.0,28.0,0.0,0.0,0.349,2015-10-20,2024-10-19,1.0,0.06994140610150701,0.3333333333333333,45.2,0.0459,1269.25,7.333333333333333,0,1,0,26.1,0,0,High,Young,60.0,0.96,0,1
Cust00645,39.0,Male,Delhi,8.0,1.0,1.0,1.0,748.0,56349.46,52540.23,9.0,8073.02,0.0,225.0,26.0,0.0,21.0,0.0,0.0,0.349,2019-12-31,2021-07-13,0.0,1.0724807927031779,0.1111111111111111,55.52,0.0532,1817.88,4.333333333333333,0,1,0,0.0,0,0,Mid,Mid-Career,15.0,6.04,0,0
Cust00646,38.0,,Hyderabad,13.0,1.0,1.0,1.0,655.0,32531.01,80628.67,29.0,10339.76,2.0,333.0,59.0,1.0,24.0,1.0,0.0,0.564,2020-09-23,2022-03-24,1.0,0.40346202582746526,0.07142857142857142,81.18,0.0611,1476.53,2.7142857142857144,0,1,0,66.6,0,1,Mid,Mid-Career,30.0,2.91,0,0
Cust00647,18.0,Female,Mumbai,10.0,1.0,1.0,1.0,500.0,42753.58,63445.53,51.0,100.0,0.0,390.0,29.0,1.0,18.0,1.0,0.0,0.181,2016-08-13,2022-03-10,0.0,0.6738521397466497,0.09090909090909091,80.58,0.0558,1509.85,1.6363636363636365,0,1,0,0.0,0,0,Mid,Young,15.0,5.27,0,0
Cust00648,41.0,Male,Mumbai,5.0,1.0,1.0,0.0,506.0,187243.08,92591.12,40.0,5605.8,1.0,107.0,16.0,1.0,0.0,0.0,0.0,0.349,2017-01-24,2022-02-16,0.0,2.0222355854904284,0.16666666666666666,45.32,0.0537,4571.28,6.833333333333333,0,1,0,10.7,0,0,Mid,Mid-Career,40.0,5.99,0,0
Cust00649,39.0,Female,Pune,13.0,1.0,1.0,1.0,663.0,17414.26,117630.05,33.0,100.0,2.0,193.0,35.0,1.0,5.0,0.0,0.0,0.349,2021-07-12,2023-09-27,0.0,0.1480413547273445,0.07142857142857142,80.7,0.0613,1219.81,2.7857142857142856,0,1,0,38.6,0,0,High,Mid-Career,15.0,4.67,0,0
Cust00650,51.0,Male,Chennai,13.0,2.0,1.0,1.0,719.0,285358.37,99331.24,34.0,5458.83,1.0,544.0,2.0,1.0,16.0,1.0,0.0,0.112,2020-11-19,2023-12-28,0.0,2.8727668881724604,0.14285714285714285,80.04,0.1063,6959.08,3.642857142857143,0,0,0,54.4,0,0,Mid,Senior,0.0,739.75,0,0
Cust00651,66.0,Male,Delhi,2.0,2.0,1.0,1.0,521.0,132923.03,10000.0,18.0,5847.69,0.0,674.0,44.0,0.0,27.0,0.0,0.0,0.349,2016-07-18,2021-08-29,0.0,13.290973902609739,0.6666666666666666,55.88,0.0825,3556.94,22.0,0,0,0,0.0,0,0,Low,Retired,20.0,13.97,0,0
Cust00652,57.0,Male,Delhi,0.0,2.0,1.0,0.0,686.0,170608.07,94994.46,52.0,11145.71,0.0,228.0,51.0,1.0,8.0,0.0,0.0,0.349,2021-02-15,2025-02-07,0.0,1.7959602490476914,2.0,46.02,0.0836,4703.6,57.0,0,0,0,0.0,0,0,Mid,Senior,45.0,8.55,0,0
Cust00653,39.0,Male,Pune,3.0,2.0,1.0,1.0,756.0,212107.87,34564.87,40.0,12867.13,0.0,227.0,2.0,0.0,23.0,1.0,0.0,0.315,2018-12-21,2023-09-06,1.0,6.136338243475428,0.5,55.04,0.0875,5309.09,9.75,0,0,0,0.0,1,0,Low,Mid-Career,10.0,42.23,0,0
Cust00654,28.0,Male,,0.0,2.0,1.0,1.0,801.0,111947.51,62609.23,50.0,2891.05,1.0,357.0,52.0,1.0,0.0,0.0,0.0,0.349,2023-11-03,2023-07-29,0.0,1.7880066883638663,2.0,81.04,0.0804,3318.3,28.0,0,0,0,35.7,0,0,Mid,Young,10.0,24.25,0,0
Cust00655,75.0,Male,Mumbai,1.0,4.0,0.0,1.0,676.0,124388.34,102573.17,48.0,9471.31,0.0,421.0,46.0,1.0,14.0,0.0,0.0,0.349,2015-09-14,2022-02-24,0.0,1.212667282611207,2.0,60.92,0.1589,4592.77,37.5,0,0,0,0.0,0,0,High,Retired,20.0,34.75,0,0
Cust00656,43.0,Female,Hyderabad,2.0,1.0,1.0,1.0,691.0,46074.41,30209.56,45.0,11275.05,0.0,412.0,11.0,0.0,26.0,0.0,0.0,0.349,2019-07-24,2022-10-31,0.0,1.5251094319337344,0.3333333333333333,55.22,0.0434,1555.08,14.333333333333334,0,1,0,0.0,0,0,Low,Mid-Career,25.0,2.6,0,0
Cust00657,42.0,Male,Hyderabad,7.0,3.0,1.0,0.0,479.0,57141.53,121237.92,79.0,4264.75,0.0,582.0,19.0,1.0,16.0,1.0,0.0,0.313,2022-04-10,2024-04-23,1.0,0.4713134198160129,0.375,45.38,0.1288,2870.43,5.25,0,0,0,0.0,0,0,High,Mid-Career,25.0,14.22,0,0
Cust00658,42.0,Female,Hyderabad,9.0,1.0,1.0,0.0,818.0,215632.94,75245.06,66.0,11865.03,0.0,477.0,25.0,1.0,23.0,0.0,0.0,0.349,2016-09-30,2022-03-06,1.0,2.8657040647709664,0.1,45.5,0.0603,5132.29,4.2,0,1,1,0.0,0,0,Mid,Mid-Career,50.0,6.07,0,0
Cust00659,45.0,Female,Chennai,3.0,2.0,0.0,0.0,650.0,38018.14,161837.49,45.0,8679.84,0.0,11.0,29.0,1.0,17.0,0.0,0.0,0.349,2016-10-08,2024-04-08,1.0,0.2349140800807027,0.5,25.58,0.0862,2294.51,11.25,0,0,0,0.0,0,0,Premium,Mid-Career,25.0,7.61,0,0
Cust00660,40.0,Female,Bangalore,3.0,2.0,0.0,1.0,575.0,3428.18,77747.11,70.0,6632.72,0.0,500.0,59.0,1.0,17.0,1.0,0.0,0.446,2017-11-12,2023-08-21,0.0,0.04409341911977024,0.5,61.18,0.0824,1245.88,10.0,0,0,0,0.0,0,0,Mid,Mid-Career,0.0,102.66,0,0
Cust00661,42.0,Male,Ahmedabad,12.0,3.0,1.0,0.0,630.0,115092.75,143213.71,40.0,8073.02,0.0,4.0,43.0,1.0,0.0,1.0,0.0,0.533,2023-03-27,2024-06-05,1.0,0.803637768773892,0.23076923076923078,45.86,0.1388,4155.44,3.230769230769231,0,0,0,0.0,0,1,High,Mid-Career,40.0,14.07,0,0
